"Code","SciName","Match_category","HS_version","Description","Modification","sciname_habitat","code_habitat"
"030627","penaeus","explicit_taxa_match","HS12","crustaceans; not frozen, shrimps and prawns excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets","",NA,"marine.diadromous"
"030627","penaeus chinensis","explicit_taxa_match","HS12","crustaceans; not frozen, shrimps and prawns excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets","","marine","marine.diadromous"
"030627","penaeus indicus","explicit_taxa_match","HS12","crustaceans; not frozen, shrimps and prawns excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets","","marine","marine.diadromous"
"030627","penaeus merguiensis","explicit_taxa_match","HS12","crustaceans; not frozen, shrimps and prawns excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets","","marine","marine.diadromous"
"030627","penaeus monodon","explicit_taxa_match","HS12","crustaceans; not frozen, shrimps and prawns excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets","","marine","marine.diadromous"
"030627","penaeus penicillatus","explicit_taxa_match","HS12","crustaceans; not frozen, shrimps and prawns excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets","","marine","marine.diadromous"
"030627","penaeus semisulcatus","explicit_taxa_match","HS12","crustaceans; not frozen, shrimps and prawns excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets","","marine","marine.diadromous"
"030627","pleoticus muelleri","explicit_taxa_match","HS12","crustaceans; not frozen, shrimps and prawns excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets","","marine","marine.diadromous"
"030627","pleoticus robustus","explicit_taxa_match","HS12","crustaceans; not frozen, shrimps and prawns excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets","","marine","marine.diadromous"
"030627","plesionika edwardsii","explicit_taxa_match","HS12","crustaceans; not frozen, shrimps and prawns excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets","","marine","marine.diadromous"
"030627","plesionika martia","explicit_taxa_match","HS12","crustaceans; not frozen, shrimps and prawns excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets","","marine","marine.diadromous"
"030627","protrachypene precipua","explicit_taxa_match","HS12","crustaceans; not frozen, shrimps and prawns excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets","","marine","marine.diadromous"
"030627","sclerocrangon","explicit_taxa_match","HS12","crustaceans; not frozen, shrimps and prawns excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets","",NA,"marine.diadromous"
"030627","sergestidae","explicit_taxa_match","HS12","crustaceans; not frozen, shrimps and prawns excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets","",NA,"marine.diadromous"
"030627","sicyonia brevirostris","explicit_taxa_match","HS12","crustaceans; not frozen, shrimps and prawns excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets","","marine","marine.diadromous"
"030627","sicyonia ingentis","explicit_taxa_match","HS12","crustaceans; not frozen, shrimps and prawns excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets","","marine","marine.diadromous"
"030627","solenocera agassizii","explicit_taxa_match","HS12","crustaceans; not frozen, shrimps and prawns excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets","","marine","marine.diadromous"
"030627","trachysalambria curvirostris","explicit_taxa_match","HS12","crustaceans; not frozen, shrimps and prawns excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets","","marine","marine.diadromous"
"030627","xiphopenaeus kroyeri","explicit_taxa_match","HS12","crustaceans; not frozen, shrimps and prawns excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets","","marine","marine.diadromous"
"030627","crangonidae","broad_taxa_match","HS12","crustaceans; not frozen, shrimps and prawns excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets","",NA,"marine.diadromous"
"160521","acetes erythraeus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","acetes japonicus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","aristaeomorpha foliacea","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","aristaeopsis edwardsiana","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","aristeus antennatus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","aristeus varidens","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","artemesia longinaris","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","crangon crangon","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","farfantepenaeus aztecus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","farfantepenaeus brasiliensis","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","farfantepenaeus brevirostris","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","farfantepenaeus californiensis","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","farfantepenaeus duorarum","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","farfantepenaeus notialis","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","haliporoides diomedeae","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","haliporoides triarthrus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","heterocarpus reedi","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","litopenaeus occidentalis","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","litopenaeus schmitti","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","litopenaeus setiferus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","litopenaeus stylirostris","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","litopenaeus vannamei","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","marsupenaeus japonicus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","melicertus kerathurus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","melicertus latisulcatus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","metapenaeus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","",NA,"marine.diadromous"
"160521","metapenaeus endeavouri","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","metapenaeus ensis","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","metapenaeus joyneri","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","metapenaeus monoceros","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","nematopalaemon schmitti","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","palaemon adspersus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","palaemon longirostris","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","diadromous","marine.diadromous"
"160521","palaemon serratus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","palaemonetes varians","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","pandalus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","",NA,"marine.diadromous"
"160521","pandalus borealis","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","pandalus goniurus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","pandalus hypsinotus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","pandalus jordani","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","pandalus kessleri","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","pandalus montagui","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","pandalus platyceros","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","parapenaeopsis","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","",NA,"marine.diadromous"
"160521","parapenaeopsis atlantica","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","parapenaeus longirostris","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","pasiphaea tarda","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","penaeidae","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","",NA,"marine.diadromous"
"160521","penaeus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","",NA,"marine.diadromous"
"160521","penaeus chinensis","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","penaeus indicus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","penaeus merguiensis","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","penaeus monodon","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","penaeus penicillatus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","penaeus semisulcatus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","pleoticus muelleri","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","pleoticus robustus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","plesionika edwardsii","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","plesionika martia","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","protrachypene precipua","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","sclerocrangon","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","",NA,"marine.diadromous"
"160521","sergestidae","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","",NA,"marine.diadromous"
"160521","sicyonia brevirostris","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","sicyonia ingentis","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","solenocera agassizii","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","trachysalambria curvirostris","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","xiphopenaeus kroyeri","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","","marine","marine.diadromous"
"160521","crangonidae","broad_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers","",NA,"marine.diadromous"
"160529","acetes erythraeus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","acetes japonicus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","aristaeomorpha foliacea","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","aristaeopsis edwardsiana","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","aristeus antennatus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","aristeus varidens","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","artemesia longinaris","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","crangon crangon","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","farfantepenaeus aztecus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","farfantepenaeus brasiliensis","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","farfantepenaeus brevirostris","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","farfantepenaeus californiensis","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","farfantepenaeus duorarum","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","farfantepenaeus notialis","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","haliporoides diomedeae","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","haliporoides triarthrus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","heterocarpus reedi","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","litopenaeus occidentalis","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","litopenaeus schmitti","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","litopenaeus setiferus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","litopenaeus stylirostris","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","litopenaeus vannamei","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","marsupenaeus japonicus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","melicertus kerathurus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","melicertus latisulcatus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","metapenaeus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","",NA,"marine.diadromous"
"160529","metapenaeus endeavouri","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","metapenaeus ensis","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","metapenaeus joyneri","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","metapenaeus monoceros","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","nematopalaemon schmitti","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","palaemon adspersus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","palaemon longirostris","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","diadromous","marine.diadromous"
"160529","palaemon serratus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","palaemonetes varians","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","pandalus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","",NA,"marine.diadromous"
"160529","pandalus borealis","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","pandalus goniurus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","pandalus hypsinotus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","pandalus jordani","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","pandalus kessleri","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","pandalus montagui","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","pandalus platyceros","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","parapenaeopsis","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","",NA,"marine.diadromous"
"160529","parapenaeopsis atlantica","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","parapenaeus longirostris","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","pasiphaea tarda","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","penaeidae","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","",NA,"marine.diadromous"
"160529","penaeus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","",NA,"marine.diadromous"
"160529","penaeus chinensis","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","penaeus indicus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","penaeus merguiensis","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","penaeus monodon","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","penaeus penicillatus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","penaeus semisulcatus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","pleoticus muelleri","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","pleoticus robustus","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","plesionika edwardsii","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","plesionika martia","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","protrachypene precipua","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","sclerocrangon","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","",NA,"marine.diadromous"
"160529","sergestidae","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","",NA,"marine.diadromous"
"160529","sicyonia brevirostris","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","sicyonia ingentis","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","solenocera agassizii","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","trachysalambria curvirostris","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","xiphopenaeus kroyeri","explicit_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","","marine","marine.diadromous"
"160529","crangonidae","broad_taxa_match","HS12","crustacean preparations; shrimps and prawns, prepared or preserved, in airtight containers","",NA,"marine.diadromous"
